prompt_id,prompt,gold_agents,template_id
433,btw: Help me show WARN and ERROR logs for ETL job in this month.,LogRetrievalAgent,39
434,Can you plot power output and identify its trend for this month?,PlotGenerationAgent|TrendAnalysisAgent,23
435,Help me retrieve latency from internal data warehouse for the last 3 days. and draft a short report.,TimeSeriesQueryAgent,33
436,I need you to run a SQL query to find wind speed rows with value A17.,SQLQueryAgent,34
437,Can you filter the sensor_streams table where turbine RPM > failed?,SQLQueryAgent,35
438,Can you calculate summary stats for throughput in the last 3 days? and add a dashboard view.,StatisticalAnalysisAgent,41
439,I need you to plot wind speed for last week. and write a brief summary.,PlotGenerationAgent,8
440,Check if power output has outliers in this month,AnomalyDetectionAgent,19
441,I need you to what columns exist in the sensor_streams dataset?.,MetadataLookupAgent,3
442,Help me give me a quick sanity check on the turbine RPM numbers for this week.,StatisticalAnalysisAgent|SummaryAgent,16
443,Write a detailed report about turbine efficiency for this month,ReportWriterAgent,10
444,for my notes: Can you extract API data for temperature during yesterday?,APIDataFetchAgent|TimeSeriesQueryAgent,26
445,Use the weather/api REST API with auth to get turbine RPM for the last 24 hours and include a quick chart.,APIDataFetchAgent,31
446,Please summarize log patterns for API Gateway over this month.,LogRetrievalAgent|SummaryAgent,20
447,FYI: Can you detect unusual spikes or drops in wind speed for today?,AnomalyDetectionAgent,6
448,I need you to plot throughput and identify its trend for the last 30 days.,PlotGenerationAgent|TrendAnalysisAgent,23
449,btw: Help me forecast error rate for tomorrow evening and plot it.,ForecastAgent|PlotGenerationAgent,11
450,Please forecast temperature for next 72 hours and summarize risks.,ForecastAgent|SummaryAgent,18
451,btw: Please summarize and report anomalies in turbine RPM for yesterday.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
452,asap: I need you to summarize and report anomalies in wind speed for today.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
453,asap: I need you to plot error rate and identify its trend for the last 3 days.,PlotGenerationAgent|TrendAnalysisAgent,23
454,Please plot wind speed and identify its trend for today.,PlotGenerationAgent|TrendAnalysisAgent,23
455,for the weekly review: Help me compute median and std dev for temperature over the last 3 days.,StatisticalAnalysisAgent,40
456,asap: Help me plot temperature for the past 7 days.,PlotGenerationAgent,8
457,I need you to check if error rate has outliers in yesterday.,AnomalyDetectionAgent,19
458,asap: Can you fetch error rate for the last 24 hours and describe the trend?,TimeSeriesQueryAgent|TrendAnalysisAgent,14
459,for the weekly review: I need you to summarize log patterns for frontend over the past 7 days.,LogRetrievalAgent|SummaryAgent,20
460,I need you to plot turbine RPM for today.,PlotGenerationAgent,8
461,Help me fetch wind speed data for the last 24 hours. and draft a short report.,TimeSeriesQueryAgent|APIDataFetchAgent,0
462,not urgent: Can you check if throughput has outliers in last week? and set an alert if it changes.,AnomalyDetectionAgent,19
463,Please fetch external wind energy output from alerts/v2 and return raw payloads.,APIDataFetchAgent,32
464,for my notes: Please filter the weather table where latency > failed. and add a dashboard view.,SQLQueryAgent,35
465,Please retrieve logs and summarize errors for frontend. and add a dashboard view.,LogRetrievalAgent|SummaryAgent,13
466,Please forecast turbine RPM for next 2 weeks and summarize risks.,ForecastAgent|SummaryAgent,18
467,Give me a quick sanity check on the throughput numbers for last week,StatisticalAnalysisAgent|SummaryAgent,16
468,Extract API data for latency during the last 30 days and draft a short report.,APIDataFetchAgent|TimeSeriesQueryAgent,26
469,FYI: I need you to forecast wind energy output for next 2 weeks and explain the trend drivers. and set an alert if it changes.,ForecastAgent|TrendAnalysisAgent,24
470,Please what fields are available in the wind table?.,MetadataLookupAgent,37
471,not urgent: I need you to extract API data for power output during the past 7 days.,APIDataFetchAgent|TimeSeriesQueryAgent,26
472,Help me identify the trend of error rate over the past 24 days.,TrendAnalysisAgent,5
473,Help me paginate the weather/api API to collect power output records.,APIDataFetchAgent,30
474,Can you forecast latency for tomorrow and plot it?,ForecastAgent|PlotGenerationAgent,11
475,Can you compute median and std dev for wind energy output over yesterday?,StatisticalAnalysisAgent,40
476,Help me predict temperature for next 2 weeks.,ForecastAgent,7
477,asap: Help me summarize log patterns for Lambda over the last 3 days.,LogRetrievalAgent|SummaryAgent,20
478,I need you to write a detailed report about wind performance for yesterday. and write a brief summary.,ReportWriterAgent,10
479,asap: Plot wind speed and identify its trend for the last 3 days,PlotGenerationAgent|TrendAnalysisAgent,23
480,Retrieve logs and summarize errors for frontend,LogRetrievalAgent|SummaryAgent,13
481,I need you to get temperature for yesterday and detect trend visually.,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
482,Help me what fields are available in the weather table?.,MetadataLookupAgent,37
483,Can you paginate the metrics/v1 API to collect error rate records?,APIDataFetchAgent,30
484,I need you to compute mean and variance for the past 48 days of error rate.,StatisticalAnalysisAgent,4
485,not urgent: Help me get rows where customer_id equals 1023.,SQLQueryAgent,1
486,Calculate summary stats for turbine RPM in the past 7 days,StatisticalAnalysisAgent,41
487,for the weekly review: Please forecast wind speed for next 2 weeks and summarize risks. and set an alert if it changes.,ForecastAgent|SummaryAgent,18
488,not urgent: Help me plot and analyze power output for the last 30 days. and include a quick chart.,PlotGenerationAgent|StatisticalAnalysisAgent,28
489,btw: Write a detailed report about system reliability for this month,ReportWriterAgent,10
490,Help me get rows where customer_id equals A17.,SQLQueryAgent,1
491,Forecast temperature for next week and plot it,ForecastAgent|PlotGenerationAgent,11
492,Can you check if power output has outliers in the past 7 days?,AnomalyDetectionAgent,19
493,Help me what fields are available in the energy table?.,MetadataLookupAgent,37
494,Can you trace anomalies and then draft a brief report for last week?,AnomalyDetectionAgent|ReportWriterAgent,17
495,Help me filter the energy table where latency > 1023.,SQLQueryAgent,35
496,btw: Please fetch logs for API Gateway with error code TX-8821.,LogRetrievalAgent,38
497,Help me fetch logs for Lambda with error code 1023. and add a dashboard view.,LogRetrievalAgent,38
498,Please plot and summarize throughput for yesterday.,PlotGenerationAgent|SummaryAgent,12
499,not urgent: Can you pull recent logs related to wind performance?,LogRetrievalAgent,2
500,asap: Help me predict temperature for tomorrow.,ForecastAgent,7
501,I need you to list columns and schema for the sensor_streams dataset.,MetadataLookupAgent,36
502,I need you to fetch throughput for this month and describe the trend.,TimeSeriesQueryAgent|TrendAnalysisAgent,14
503,not urgent: Fetch logs for frontend with error code failed and draft a short report.,LogRetrievalAgent,38
504,FYI: Can you fetch logs for Lambda with error code 1023?,LogRetrievalAgent,38
505,Compute correlations between wind speed and pressure for this week,StatisticalAnalysisAgent,22
506,FYI: Help me trace anomalies and then draft a brief report for this month. and add a dashboard view.,AnomalyDetectionAgent|ReportWriterAgent,17
507,I need you to forecast temperature for next week and explain the trend drivers.,ForecastAgent|TrendAnalysisAgent,24
508,Can you run a SQL query to find temperature rows with value 1023?,SQLQueryAgent,34
509,not urgent: Help me forecast throughput for next 72 hours and plot it.,ForecastAgent|PlotGenerationAgent,11
510,for my notes: Help me compute mean and variance for the past 48 days of throughput.,StatisticalAnalysisAgent,4
511,for the weekly review: Run a SQL query to find turbine RPM rows with value TX-8821 and include a quick chart.,SQLQueryAgent,34
512,Please plot throughput and identify its trend for the last 24 hours.,PlotGenerationAgent|TrendAnalysisAgent,23
513,Plot power output and identify its trend for the past 7 days and set an alert if it changes.,PlotGenerationAgent|TrendAnalysisAgent,23
514,I need you to identify the trend of latency over the past 12 days.,TrendAnalysisAgent,5
515,for my notes: Please pull recent logs related to energy production.,LogRetrievalAgent,2
516,Fetch logs for frontend with error code failed,LogRetrievalAgent,38
517,btw: Can you calculate summary stats for wind speed in today? and include a quick chart.,StatisticalAnalysisAgent,41
518,not urgent: Can you pull recent logs related to system reliability? and set an alert if it changes.,LogRetrievalAgent,2
519,Predict wind speed for tomorrow evening and write a brief summary.,ForecastAgent,7
520,btw: I need you to run a SQL query to find temperature rows with value TX-8821. and draft a short report.,SQLQueryAgent,34
521,Please forecast latency for next 72 hours and plot it.,ForecastAgent|PlotGenerationAgent,11
522,Help me run a SQL query to find turbine RPM rows with value E500. and draft a short report.,SQLQueryAgent,34
523,I need you to list columns and schema for the weather dataset. and draft a short report.,MetadataLookupAgent,36
524,Can you summarize and report anomalies in temperature for yesterday? and include a quick chart.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
525,for my notes: Retrieve logs and summarize errors for Lambda,LogRetrievalAgent|SummaryAgent,13
526,I need you to give me a quick sanity check on the throughput numbers for this month.,StatisticalAnalysisAgent|SummaryAgent,16
527,I need you to use the sensors/stream REST API with auth to get wind energy output for the last 3 days. and write a brief summary.,APIDataFetchAgent,31
528,I need you to get rows where customer_id equals failed.,SQLQueryAgent,1
529,not urgent: Please what columns exist in the sensor_streams dataset?.,MetadataLookupAgent,3
530,I need you to retrieve latency from internal data warehouse for the last 24 hours.,TimeSeriesQueryAgent,33
531,Help me get rows where customer_id equals TX-8821.,SQLQueryAgent,1
532,Can you predict power output for next week?,ForecastAgent,7
533,FYI: Help me what columns exist in the ops_metrics dataset?.,MetadataLookupAgent,3
534,Can you summarize log patterns for API Gateway over the last 30 days?,LogRetrievalAgent|SummaryAgent,20
535,for the weekly review: Please retrieve logs and summarize errors for ETL job.,LogRetrievalAgent|SummaryAgent,13
536,asap: Compute correlations between wind speed and error rate for yesterday,StatisticalAnalysisAgent,22
537,Can you trace anomalies and then draft a brief report for this month?,AnomalyDetectionAgent|ReportWriterAgent,17
538,asap: Can you compute median and std dev for temperature over this week? and draft a short report.,StatisticalAnalysisAgent,40
539,Can you fetch external error rate from sensors/stream and return raw payloads?,APIDataFetchAgent,32
540,for my notes: Help me fetch wind speed data for the last 72 hours.,TimeSeriesQueryAgent|APIDataFetchAgent,0
541,Please write a detailed report about turbine efficiency for last week.,ReportWriterAgent,10
542,Summarize and report anomalies in wind speed for this month,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
543,Please identify the trend of wind energy output over the past 12 days. and draft a short report.,TrendAnalysisAgent,5
544,Can you get rows where customer_id equals E500? and include a quick chart.,SQLQueryAgent,1
545,btw: Forecast error rate for next 72 hours and plot it,ForecastAgent|PlotGenerationAgent,11
546,Help me summarize what happened in wind energy output during the past 7 days.,SummaryAgent,9
547,asap: Plot temperature and identify its trend for this week and write a brief summary.,PlotGenerationAgent|TrendAnalysisAgent,23
548,Please write a detailed report about forecast accuracy for yesterday.,ReportWriterAgent,10
549,Please compute mean and variance for the past 48 days of throughput.,StatisticalAnalysisAgent,4
550,Can you compute mean and variance for the past 12 days of throughput?,StatisticalAnalysisAgent,4
551,I need you to what columns exist in the system_events dataset?.,MetadataLookupAgent,3
552,for the weekly review: Retrieve logs and summarize errors for scheduler,LogRetrievalAgent|SummaryAgent,13
553,Help me plot and summarize error rate for the last 30 days. and add a dashboard view.,PlotGenerationAgent|SummaryAgent,12
554,I need you to call the energy/telemetry endpoint to fetch error rate as JSON.,APIDataFetchAgent,29
555,Please forecast latency for next 2 weeks and explain the trend drivers.,ForecastAgent|TrendAnalysisAgent,24
556,Call the alerts/v2 endpoint to fetch wind speed as JSON,APIDataFetchAgent,29
557,I need you to plot wind energy output and identify its trend for yesterday. and draft a short report.,PlotGenerationAgent|TrendAnalysisAgent,23
558,Can you pull recent logs related to system reliability?,LogRetrievalAgent,2
559,btw: Can you plot and analyze power output for the last 24 hours?,PlotGenerationAgent|StatisticalAnalysisAgent,28
560,btw: Help me forecast throughput for tomorrow and plot it.,ForecastAgent|PlotGenerationAgent,11
561,not urgent: Forecast temperature for next 2 weeks and explain the trend drivers,ForecastAgent|TrendAnalysisAgent,24
562,for the weekly review: Help me trace anomalies and then draft a brief report for this week.,AnomalyDetectionAgent|ReportWriterAgent,17
563,Can you get rows where customer_id equals A17?,SQLQueryAgent,1
564,Retrieve logs and summarize errors for API Gateway,LogRetrievalAgent|SummaryAgent,13
565,FYI: Help me what fields are available in the system_events table?.,MetadataLookupAgent,37
566,Paginate the sensors/stream API to collect temperature records,APIDataFetchAgent,30
567,asap: Help me run a SQL query to find wind speed rows with value 1023.,SQLQueryAgent,34
568,for the weekly review: I need you to compute correlations between latency and power output for the last 30 days.,StatisticalAnalysisAgent,22
569,btw: Help me list columns and schema for the system_events dataset. and write a brief summary.,MetadataLookupAgent,36
570,Please write a concise report of power output behavior in this month.,ReportWriterAgent|SummaryAgent,27
571,not urgent: Graph wind speed for the last 24 hours and set an alert if it changes.,PlotGenerationAgent,8
572,I need you to show WARN and ERROR logs for frontend in today.,LogRetrievalAgent,39
573,Get rows where customer_id equals 1023,SQLQueryAgent,1
574,I need you to use the metrics/v1 REST API with auth to get latency for this week.,APIDataFetchAgent,31
575,not urgent: Help me compute correlations between wind energy output and latency for yesterday.,StatisticalAnalysisAgent,22
576,I need you to extract API data for power output during last week.,APIDataFetchAgent|TimeSeriesQueryAgent,26
577,I need you to write a concise report of latency behavior in this month.,ReportWriterAgent|SummaryAgent,27
578,Can you predict throughput for next 24 hours?,ForecastAgent,7
579,btw: I need you to list columns and schema for the transactions dataset.,MetadataLookupAgent,36
580,Please run a SQL query to find wind speed rows with value 1023. and set an alert if it changes.,SQLQueryAgent,34
581,I need you to get temperature for the last 24 hours and detect trend visually.,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
582,I need you to show WARN and ERROR logs for scheduler in the last 3 days.,LogRetrievalAgent,39
583,Can you retrieve logs and summarize errors for Lambda?,LogRetrievalAgent|SummaryAgent,13
584,Can you filter the energy table where latency > failed?,SQLQueryAgent,35
585,for my notes: Predict wind energy output for tomorrow,ForecastAgent,7
586,Help me list columns and schema for the system_events dataset.,MetadataLookupAgent,36
587,not urgent: Compute mean and variance for the past 24 days of power output and add a dashboard view.,StatisticalAnalysisAgent,4
588,FYI: I need you to get rows where customer_id equals failed.,SQLQueryAgent,1
589,for the weekly review: I need you to retrieve logs and summarize errors for API Gateway.,LogRetrievalAgent|SummaryAgent,13
590,asap: Can you use the alerts/v2 REST API with auth to get wind speed for yesterday? and write a brief summary.,APIDataFetchAgent,31
591,I need you to plot and analyze temperature for this month.,PlotGenerationAgent|StatisticalAnalysisAgent,28
592,for the weekly review: Can you predict error rate for next 24 hours?,ForecastAgent,7
593,for the weekly review: Can you call the metrics/v1 endpoint to fetch turbine RPM as JSON?,APIDataFetchAgent,29
594,I need you to write a detailed report about forecast accuracy for today. and draft a short report.,ReportWriterAgent,10
595,for the weekly review: I need you to generate a report with charts for latency in the last 3 days. and draft a short report.,ReportWriterAgent|PlotGenerationAgent,21
596,Please get wind speed for today and detect trend visually.,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
597,not urgent: I need you to write a detailed report about system reliability for the last 24 hours.,ReportWriterAgent,10
598,btw: Can you what fields are available in the sensor_streams table??,MetadataLookupAgent,37
599,not urgent: Please forecast error rate for next 24 hours and explain the trend drivers.,ForecastAgent|TrendAnalysisAgent,24
600,Please forecast error rate for next 72 hours and summarize risks.,ForecastAgent|SummaryAgent,18
601,Help me extract API data for wind energy output during today.,APIDataFetchAgent|TimeSeriesQueryAgent,26
602,not urgent: I need you to summarize log patterns for API Gateway over the last 24 hours.,LogRetrievalAgent|SummaryAgent,20
603,Please summarize log patterns for Lambda over the last 24 hours. and write a brief summary.,LogRetrievalAgent|SummaryAgent,20
604,Compute median and std dev for wind energy output over the last 3 days,StatisticalAnalysisAgent,40
605,not urgent: Calculate summary stats for throughput in yesterday,StatisticalAnalysisAgent,41
606,Run a SQL query to find power output rows with value failed and include a quick chart.,SQLQueryAgent,34
607,Can you predict temperature for tomorrow? and include a quick chart.,ForecastAgent,7
608,Help me fetch wind speed data for the last 168 hours.,TimeSeriesQueryAgent|APIDataFetchAgent,0
609,Can you list columns and schema for the energy dataset?,MetadataLookupAgent,36
610,Please write a detailed report about wind performance for today.,ReportWriterAgent,10
611,Can you generate a report with charts for temperature in the last 24 hours?,ReportWriterAgent|PlotGenerationAgent,21
612,Please list columns and schema for the ops_metrics dataset. and set an alert if it changes.,MetadataLookupAgent,36
613,Help me forecast throughput for next 24 hours and plot it.,ForecastAgent|PlotGenerationAgent,11
614,asap: I need you to fetch wind speed data for the last 24 hours.,TimeSeriesQueryAgent|APIDataFetchAgent,0
615,Help me fetch logs for API Gateway with error code failed. and draft a short report.,LogRetrievalAgent,38
616,Please what columns exist in the ops_metrics dataset?. and draft a short report.,MetadataLookupAgent,3
617,for the weekly review: Please show WARN and ERROR logs for API Gateway in the past 7 days.,LogRetrievalAgent,39
618,Please forecast throughput for tomorrow evening and summarize risks. and include a quick chart.,ForecastAgent|SummaryAgent,18
619,for the weekly review: Help me list columns and schema for the wind dataset.,MetadataLookupAgent,36
620,Generate a report with charts for power output in the past 7 days,ReportWriterAgent|PlotGenerationAgent,21
621,Can you detect unusual spikes or drops in wind energy output for the past 7 days?,AnomalyDetectionAgent,6
622,Help me plot and analyze throughput for this month.,PlotGenerationAgent|StatisticalAnalysisAgent,28
623,Please trace anomalies and then draft a brief report for the last 30 days.,AnomalyDetectionAgent|ReportWriterAgent,17
624,Please plot and analyze wind speed for yesterday. and write a brief summary.,PlotGenerationAgent|StatisticalAnalysisAgent,28
625,List columns and schema for the weather dataset,MetadataLookupAgent,36
626,Please retrieve logs and summarize errors for API Gateway.,LogRetrievalAgent|SummaryAgent,13
627,not urgent: Can you run a SQL query to find wind speed rows with value 1023?,SQLQueryAgent,34
628,Help me check if wind energy output has outliers in this week.,AnomalyDetectionAgent,19
629,I need you to summarize log patterns for Lambda over last week.,LogRetrievalAgent|SummaryAgent,20
630,Can you identify the trend of error rate over the past 168 days?,TrendAnalysisAgent,5
631,Detect unusual spikes or drops in temperature for this month,AnomalyDetectionAgent,6
632,I need you to plot and analyze error rate for yesterday. and write a brief summary.,PlotGenerationAgent|StatisticalAnalysisAgent,28
633,Please fetch wind speed data for the last 6 hours.,TimeSeriesQueryAgent|APIDataFetchAgent,0
634,Write a concise report of wind speed behavior in last week and draft a short report.,ReportWriterAgent|SummaryAgent,27
635,Plot wind energy output and identify its trend for this month,PlotGenerationAgent|TrendAnalysisAgent,23
636,Please get rows where customer_id equals failed.,SQLQueryAgent,1
637,for my notes: Compute median and std dev for temperature over this month,StatisticalAnalysisAgent,40
638,Please forecast latency for tomorrow and summarize risks. and write a brief summary.,ForecastAgent|SummaryAgent,18
639,FYI: Please compute mean and variance for the past 12 days of temperature.,StatisticalAnalysisAgent,4
640,I need you to fetch wind speed data for the last 72 hours.,TimeSeriesQueryAgent|APIDataFetchAgent,0
641,Pull recent logs related to capacity planning and draft a short report.,LogRetrievalAgent,2
642,Give me a quick sanity check on the throughput numbers for the last 30 days,StatisticalAnalysisAgent|SummaryAgent,16
643,Please get rows where customer_id equals failed. and draft a short report.,SQLQueryAgent,1
644,Can you fetch logs for frontend with error code E500? and draft a short report.,LogRetrievalAgent,38
645,for my notes: I need you to predict latency for tomorrow evening.,ForecastAgent,7
646,Fetch wind energy output for the last 30 days and describe the trend,TimeSeriesQueryAgent|TrendAnalysisAgent,14
647,What columns exist in the energy dataset? and draft a short report.,MetadataLookupAgent,3
648,Help me compute median and std dev for temperature over the past 7 days. and set an alert if it changes.,StatisticalAnalysisAgent,40
649,Help me compute median and std dev for temperature over the past 7 days.,StatisticalAnalysisAgent,40
650,Help me summarize what happened in throughput during this month.,SummaryAgent,9
651,I need you to get error rate for this month and detect trend visually.,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
652,Can you write a concise report of wind speed behavior in last week? and set an alert if it changes.,ReportWriterAgent|SummaryAgent,27
653,btw: Please write a concise report of wind speed behavior in last week. and draft a short report.,ReportWriterAgent|SummaryAgent,27
654,Can you detect unusual spikes or drops in wind speed for the last 24 hours?,AnomalyDetectionAgent,6
655,Can you get temperature for last week and detect trend visually?,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
656,Help me forecast wind energy output for next 24 hours and plot it.,ForecastAgent|PlotGenerationAgent,11
657,FYI: I need you to write a concise report of error rate behavior in the last 30 days.,ReportWriterAgent|SummaryAgent,27
658,I need you to predict power output for next 2 weeks. and write a brief summary.,ForecastAgent,7
659,for my notes: Trace anomalies and then draft a brief report for last week and include a quick chart.,AnomalyDetectionAgent|ReportWriterAgent,17
660,Identify the trend of wind speed over the past 168 days,TrendAnalysisAgent,5
661,Pull external wind energy output from weather/api and return raw payloads and set an alert if it changes.,APIDataFetchAgent,32
662,Predict turbine RPM for tomorrow,ForecastAgent,7
663,Please use the sensors/stream REST API with auth to get latency for last week.,APIDataFetchAgent,31
664,Please show WARN and ERROR logs for frontend in the past 7 days.,LogRetrievalAgent,39
665,Can you plot and analyze error rate for this month?,PlotGenerationAgent|StatisticalAnalysisAgent,28
666,asap: Extract API data for latency during this month,APIDataFetchAgent|TimeSeriesQueryAgent,26
667,Get wind energy output for the last 24 hours and detect trend visually,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
668,Help me filter the weather table where turbine RPM > A17.,SQLQueryAgent,35
669,Please run a SQL query to find throughput rows with value TX-8821.,SQLQueryAgent,34
670,I need you to forecast turbine RPM for next week and summarize risks.,ForecastAgent|SummaryAgent,18
671,for my notes: Retrieve latency from internal data warehouse for this month,TimeSeriesQueryAgent,33
672,Help me forecast wind speed for next 2 weeks and plot it.,ForecastAgent|PlotGenerationAgent,11
673,Help me extract API data for wind speed during the last 30 days.,APIDataFetchAgent|TimeSeriesQueryAgent,26
674,Summarize what happened in wind speed during this week,SummaryAgent,9
675,Run a SQL query to find turbine RPM rows with value failed and write a brief summary.,SQLQueryAgent,34
676,Fetch logs for frontend with error code TX-8821,LogRetrievalAgent,38
677,asap: Can you fetch wind speed data for the last 12 hours?,TimeSeriesQueryAgent|APIDataFetchAgent,0
678,Can you fetch logs for frontend with error code 1023?,LogRetrievalAgent,38
679,Fetch external throughput from energy/telemetry and return raw payloads,APIDataFetchAgent,32
680,FYI: Help me trace anomalies and then draft a brief report for yesterday. and draft a short report.,AnomalyDetectionAgent|ReportWriterAgent,17
681,Please plot and analyze power output for last week.,PlotGenerationAgent|StatisticalAnalysisAgent,28
682,Help me summarize and report anomalies in turbine RPM for last week. and add a dashboard view.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
683,Fetch external latency from sensors/stream and return raw payloads,APIDataFetchAgent,32
684,Can you write a detailed report about energy production for today?,ReportWriterAgent,10
685,Please filter the weather table where error rate > TX-8821.,SQLQueryAgent,35
686,Forecast wind speed for next 2 weeks and explain the trend drivers,ForecastAgent|TrendAnalysisAgent,24
687,I need you to identify the trend of latency over the past 168 days.,TrendAnalysisAgent,5
688,Forecast wind speed for tomorrow evening and summarize risks and add a dashboard view.,ForecastAgent|SummaryAgent,18
689,Help me fetch turbine RPM for this month and describe the trend. and draft a short report.,TimeSeriesQueryAgent|TrendAnalysisAgent,14
690,Can you compute correlations between turbine RPM and error rate for this month?,StatisticalAnalysisAgent,22
691,Help me plot temperature and identify its trend for yesterday.,PlotGenerationAgent|TrendAnalysisAgent,23
692,Get temperature for the last 30 days and detect trend visually and write a brief summary.,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
693,Can you plot error rate for this week?,PlotGenerationAgent,8
694,btw: Help me call the metrics/v1 endpoint to fetch error rate as JSON. and include a quick chart.,APIDataFetchAgent,29
695,not urgent: Use the weather/api REST API with auth to get turbine RPM for today and draft a short report.,APIDataFetchAgent,31
696,not urgent: Help me get rows where customer_id equals failed.,SQLQueryAgent,1
697,Extract API data for temperature during today,APIDataFetchAgent|TimeSeriesQueryAgent,26
698,Can you paginate the weather/api API to collect temperature records? and write a brief summary.,APIDataFetchAgent,30
699,Paginate the metrics/v1 API to collect throughput records and write a brief summary.,APIDataFetchAgent,30
700,Please fetch external temperature from energy/telemetry and return raw payloads. and set an alert if it changes.,APIDataFetchAgent,32
701,Graph wind energy output and identify its trend for the last 24 hours,PlotGenerationAgent|TrendAnalysisAgent,23
702,Please write a concise report of turbine RPM behavior in the last 24 hours.,ReportWriterAgent|SummaryAgent,27
703,for my notes: Get rows where customer_id equals 1023 and set an alert if it changes.,SQLQueryAgent,1
704,not urgent: Can you fetch logs for ETL job with error code 1023?,LogRetrievalAgent,38
705,not urgent: Plot and summarize turbine RPM for this week,PlotGenerationAgent|SummaryAgent,12
706,I need you to calculate summary stats for latency in today.,StatisticalAnalysisAgent,41
707,btw: Compute median and std dev for temperature over yesterday,StatisticalAnalysisAgent,40
708,Plot turbine RPM for last week and set an alert if it changes.,PlotGenerationAgent,8
709,Help me what columns exist in the wind dataset?.,MetadataLookupAgent,3
710,Please compute correlations between wind speed and temperature for yesterday.,StatisticalAnalysisAgent,22
711,I need you to what fields are available in the wind table?. and write a brief summary.,MetadataLookupAgent,37
712,Fetch external power output from energy/telemetry and return raw payloads,APIDataFetchAgent,32
713,btw: Can you compute correlations between wind speed and humidity for the past 7 days?,StatisticalAnalysisAgent,22
714,Trace anomalies and then draft a brief report for the last 24 hours and set an alert if it changes.,AnomalyDetectionAgent|ReportWriterAgent,17
715,Please what columns exist in the sensor_streams dataset?.,MetadataLookupAgent,3
716,Trace anomalies and then draft a brief report for yesterday,AnomalyDetectionAgent|ReportWriterAgent,17
717,Help me run a SQL query to find error rate rows with value E500.,SQLQueryAgent,34
718,not urgent: I need you to forecast power output for next 24 hours and explain the trend drivers. and write a brief summary.,ForecastAgent|TrendAnalysisAgent,24
719,btw: Help me retrieve logs and summarize errors for Lambda.,LogRetrievalAgent|SummaryAgent,13
720,Can you fetch external turbine RPM from weather/api and return raw payloads?,APIDataFetchAgent,32
721,Help me fetch logs for API Gateway with error code TX-8821.,LogRetrievalAgent,38
722,for the weekly review: Pull recent logs related to capacity planning,LogRetrievalAgent,2
723,not urgent: Help me check if throughput has outliers in this month.,AnomalyDetectionAgent,19
724,not urgent: Help me use the sensors/stream REST API with auth to get latency for the last 30 days. and write a brief summary.,APIDataFetchAgent,31
725,not urgent: Show WARN and ERROR logs for frontend in this month and set an alert if it changes.,LogRetrievalAgent,39
726,FYI: Compute median and std dev for latency over yesterday,StatisticalAnalysisAgent,40
727,Can you what columns exist in the wind dataset??,MetadataLookupAgent,3
728,Help me summarize and report anomalies in turbine RPM for this month. and write a brief summary.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
729,btw: I need you to forecast error rate for next week and explain the trend drivers. and draft a short report.,ForecastAgent|TrendAnalysisAgent,24
730,Please fetch latency for last week and describe the trend.,TimeSeriesQueryAgent|TrendAnalysisAgent,14
731,asap: Help me show WARN and ERROR logs for frontend in this month.,LogRetrievalAgent,39
732,I need you to plot and summarize wind energy output for yesterday.,PlotGenerationAgent|SummaryAgent,12
733,for the weekly review: Please compute median and std dev for turbine RPM over yesterday. and set an alert if it changes.,StatisticalAnalysisAgent,40
734,for my notes: Retrieve logs and summarize errors for frontend and draft a short report.,LogRetrievalAgent|SummaryAgent,13
735,Help me list columns and schema for the system_events dataset.,MetadataLookupAgent,36
736,Help me fetch latency for the last 30 days and describe the trend. and set an alert if it changes.,TimeSeriesQueryAgent|TrendAnalysisAgent,14
737,for the weekly review: Can you what columns exist in the transactions dataset??,MetadataLookupAgent,3
738,Please filter the system_events table where throughput > 1023.,SQLQueryAgent,35
739,Please what columns exist in the system_events dataset?. and draft a short report.,MetadataLookupAgent,3
740,Can you predict throughput for tomorrow evening?,ForecastAgent,7
741,Help me retrieve error rate from internal data warehouse for the last 30 days.,TimeSeriesQueryAgent,33
742,Can you retrieve power output from internal data warehouse for yesterday? and write a brief summary.,TimeSeriesQueryAgent,33
743,Help me identify the trend of wind energy output over the past 6 days.,TrendAnalysisAgent,5
744,btw: Can you calculate summary stats for temperature in the last 3 days?,StatisticalAnalysisAgent,41
745,for my notes: I need you to detect unusual spikes or drops in temperature for the last 24 hours.,AnomalyDetectionAgent,6
